"","lonlat","Freq","lon","lat"
"429","-71.1676536 42.2436085",1,"-71.1676536","42.2436085"
"430","-71.1828321 42.3709299",1,"-71.1828321","42.3709299"
"431","-71.1989695 42.1943909",1,"-71.1989695","42.1943909"
"432","-71.2478251 42.0653812",8,"-71.2478251","42.0653812"
"433","-71.2643465 42.0909458",1,"-71.2643465","42.0909458"
"434","-71.2689461 42.5584218",1,"-71.2689461","42.5584218"
"435","-71.3128285 41.4901024",2,"-71.3128285","41.4901024"
"436","-71.3161718 42.6334247",3,"-71.3161718","42.6334247"
"437","-71.3328331 42.0042655",1,"-71.3328331","42.0042655"
"438","-71.3405513 44.077229",1,"-71.3405513","44.077229"
"439","-71.3466104 42.285214",1,"-71.3466104","42.285214"
"440","-71.3824374 42.4072107",26,"-71.3824374","42.4072107"
"441","-71.396725 42.0834313",1,"-71.396725","42.0834313"
"442","-71.4105538 41.8237896",1,"-71.4105538","41.8237896"
"443","-71.4128343 41.8239891",3,"-71.4128343","41.8239891"
"444","-71.4161671 41.7001009",1,"-71.4161671","41.7001009"
"445","-71.4216313 41.8279102",1,"-71.4216313","41.8279102"
"446","-71.4372796 41.7798226",1,"-71.4372796","41.7798226"
"447","-71.4378411 42.5792583",2,"-71.4378411","42.5792583"
"448","-71.4508394 41.6443772",1,"-71.4508394","41.6443772"
"449","-71.467566 42.7653662",1,"-71.467566","42.7653662"
"450","-71.4745881 42.0867608",1,"-71.4745881","42.0867608"
"451","-71.4774291 41.5800945",6,"-71.4774291","41.5800945"
"452","-71.512617 41.8205199",2,"-71.512617","41.8205199"
"453","-71.5147839 42.0028761",1,"-71.5147839","42.0028761"
"454","-71.5163049 42.1398577",1,"-71.5163049","42.1398577"
"455","-71.542969 -35.675147",6,"-71.542969","-35.675147"
"456","-71.5642076 41.6885978",1,"-71.5642076","41.6885978"
"457","-71.566139 42.391736",2,"-71.566139","42.391736"
"458","-71.5723953 43.1938516",5,"-71.5723953","43.1938516"
"459","-71.5870939 41.8326629",1,"-71.5870939","41.8326629"
"460","-71.7147951 10.6544509",1,"-71.7147951","10.6544509"
"461","-71.7389091 42.5113334",1,"-71.7389091","42.5113334"
"462","-71.759794 42.5250906",1,"-71.759794","42.5250906"
"463","-71.7606293 42.4374156",1,"-71.7606293","42.4374156"
"464","-71.761522 42.1920719",1,"-71.761522","42.1920719"
"465","-71.7833551 42.7799279",1,"-71.7833551","42.7799279"
"466","-71.8022934 42.2625932",1,"-71.8022934","42.2625932"
"467","-71.8052464 42.2378888",1,"-71.8052464","42.2378888"
"468","-71.8356271 42.1945385",1,"-71.8356271","42.1945385"
"469","-71.9086843 42.245926",2,"-71.9086843","42.245926"
"470","-71.966462 41.3542656",1,"-71.966462","41.3542656"
"471","-72.2222323 44.0639777",1,"-72.2222323","44.0639777"
"472","-72.285215 18.971187",1,"-72.285215","18.971187"
"473","-72.5215009 41.7759301",2,"-72.5215009","41.7759301"
"474","-72.5466486 42.1536301",1,"-72.5466486","42.1536301"
"475","-72.5950225 42.1131661",1,"-72.5950225","42.1131661"
"476","-72.6148117 42.0695391",1,"-72.6148117","42.0695391"
"477","-72.6850932 41.7637111",1,"-72.6850932","41.7637111"
"478","-72.7562636 44.3378203",1,"-72.7562636","44.3378203"
"479","-72.8676033 40.8014876",1,"-72.8676033","40.8014876"
"480","-73.0468735 40.8744658",1,"-73.0468735","40.8744658"
"481","-73.087749 41.6032207",2,"-73.087749","41.6032207"
"482","-73.134961 40.789142",3,"-73.134961","40.789142"
"483","-73.1709604 44.4669941",1,"-73.1709604","44.4669941"
"484","-73.1856832 44.491438",1,"-73.1856832","44.491438"
"485","-73.1910115 41.212079",1,"-73.1910115","41.212079"
"486","-73.2453824 42.4500845",1,"-73.2453824","42.4500845"
"487","-73.2519376 40.8212188",7,"-73.2519376","40.8212188"
"488","-73.2612615 41.1408363",1,"-73.2612615","41.1408363"
"489","-73.2765361 41.7866294",1,"-73.2765361","41.7866294"
"490","-73.2852 41.40097",1,"-73.2852","41.40097"
"491","-73.4529124 44.6994873",1,"-73.4529124","44.6994873"
"492","-73.4620685 40.7009337",1,"-73.4620685","40.7009337"
"493","-73.4742914 40.6806563",1,"-73.4742914","40.6806563"
"494","-73.5142921 40.7259336",1,"-73.5142921","40.7259336"
"495","-73.5190579 40.6924734",1,"-73.5190579","40.6924734"
"496","-73.567256 45.5016889",3,"-73.567256","45.5016889"
"497","-73.6279618 45.5387743",1,"-73.6279618","45.5387743"
"498","-73.742898 42.6425794",1,"-73.742898","42.6425794"
"499","-73.7698945 42.6052",1,"-73.7698945","42.6052"
"500","-73.7868236 42.9854395",1,"-73.7868236","42.9854395"
"501","-73.7948516 40.7282239",1,"-73.7948516","40.7282239"
"502","-73.8623337 45.4560415",1,"-73.8623337","45.4560415"
"503","-73.8648268 40.8447819",2,"-73.8648268","40.8447819"
"504","-73.8856987 40.8620404",1,"-73.8856987","40.8620404"
"505","-73.8987469 40.9312099",1,"-73.8987469","40.9312099"
"506","-73.9202391 41.6002842",3,"-73.9202391","41.6002842"
"507","-73.9214274 40.7409452",1,"-73.9214274","40.7409452"
"508","-73.935989 40.755182",1,"-73.935989","40.755182"
"509","-73.9441579 40.6781784",5,"-73.9441579","40.6781784"
"510","-73.9456686 40.780147",1,"-73.9456686","40.780147"
"511","-73.9474347 40.7758586",1,"-73.9474347","40.7758586"
"512","-73.9485424 40.744679",1,"-73.9485424","40.744679"
"513","-73.9496212 40.7407432",1,"-73.9496212","40.7407432"
"514","-73.9516421 40.7470083",1,"-73.9516421","40.7470083"
"515","-73.956195 42.746684",1,"-73.956195","42.746684"
"516","-73.959494 42.2146071",1,"-73.959494","42.2146071"
"517","-73.969863 40.750284",1,"-73.969863","40.750284"
"518","-73.9712488 40.7830603",2,"-73.9712488","40.7830603"
"519","-73.9746494 40.7609595",2,"-73.9746494","40.7609595"
"520","-73.9788248 40.7521501",1,"-73.9788248","40.7521501"
"521","-73.9815337 40.7264773",1,"-73.9815337","40.7264773"
"522","-73.9823391 40.7458336",1,"-73.9823391","40.7458336"
"523","-73.9841161 40.7317696",1,"-73.9841161","40.7317696"
"524","-73.9867329 40.7567217",2,"-73.9867329","40.7567217"
"525","-73.9878926 40.7553478",1,"-73.9878926","40.7553478"
"526","-73.9889579 40.7570663",1,"-73.9889579","40.7570663"
"527","-73.990229 40.7188374",1,"-73.990229","40.7188374"
"528","-73.9912718 40.7607553",1,"-73.9912718","40.7607553"
"529","-73.9918181 40.7637581",1,"-73.9918181","40.7637581"
"530","-73.9920691 40.7546779",1,"-73.9920691","40.7546779"
"531","-73.9941595 40.7368788",1,"-73.9941595","40.7368788"
"532","-73.996337 40.7529454",1,"-73.996337","40.7529454"
"533","-73.9964609 40.7295134",1,"-73.9964609","40.7295134"
"534","-73.9968807 40.7249194",1,"-73.9968807","40.7249194"
"535","-73.9990269 40.372054",1,"-73.9990269","40.372054"
"536","-74.0050227 40.728153",1,"-74.0050227","40.728153"
"537","-74.0059413 40.7127837",56,"-74.0059413","40.7127837"
"538","-74.0120817 40.2203907",1,"-74.0120817","40.2203907"
"539","-74.0176381 40.2903891",1,"-74.0176381","40.2903891"
"540","-74.0329499 40.6261638",1,"-74.0329499","40.6261638"
"541","-74.0776417 40.7281575",1,"-74.0776417","40.7281575"
"542","-74.081518 40.8115403",1,"-74.081518","40.8115403"
"543","-74.0915982 40.3968012",1,"-74.0915982","40.3968012"
"544","-74.123799 41.020129",1,"-74.123799","41.020129"
"545","-74.1371832 40.0578384",1,"-74.1371832","40.0578384"
"546","-74.166188 40.007722",1,"-74.166188","40.007722"
"547","-74.1723667 40.735657",1,"-74.1723667","40.735657"
"548","-74.1854209 40.8067546",1,"-74.1854209","40.8067546"
"549","-74.285247 40.350434",1,"-74.285247","40.350434"
"550","-74.297333 4.570868",5,"-74.297333","4.570868"
"551","-74.3028485 40.6552819",1,"-74.3028485","40.6552819"
"552","-74.4056612 40.0583238",14,"-74.4056612","40.0583238"
"553","-74.4642861 40.554887",1,"-74.4642861","40.554887"
"554","-74.4851659 40.6049167",1,"-74.4851659","40.6049167"
"555","-74.5746001 39.2776156",1,"-74.5746001","39.2776156"
"556","-74.5747248 40.8478065",1,"-74.5747248","40.8478065"
"557","-74.6166192 39.3822537",2,"-74.6166192","39.3822537"
"558","-74.6627028 40.4676148",1,"-74.6627028","40.4676148"
"559","-74.7429384 40.2170534",1,"-74.7429384","40.2170534"
"560","-74.74655 41.8012001",1,"-74.74655","41.8012001"
"561","-74.8983569 41.9676764",1,"-74.8983569","41.9676764"
"562","-74.9573908 40.0323338",1,"-74.9573908","40.0323338"
"563","-75.0497448 39.9105176",1,"-75.0497448","39.9105176"
"564","-75.0866155 38.327881",1,"-75.0866155","38.327881"
"565","-75.1162863 39.8917799",1,"-75.1162863","39.8917799"
"566","-75.1196199 39.9259463",1,"-75.1196199","39.9259463"
"567","-75.1530106 39.941933",1,"-75.1530106","39.941933"
"568","-75.1553506 39.9811932",1,"-75.1553506","39.9811932"
"569","-75.1652215 39.9525839",14,"-75.1652215","39.9525839"
"570","-75.1662121 39.9093147",1,"-75.1662121","39.9093147"
"571","-75.1690942 44.5956163",1,"-75.1690942","44.5956163"
"572","-75.1996261 39.9568501",1,"-75.1996261","39.9568501"
"573","-75.2479061 40.4107964",1,"-75.2479061","40.4107964"
"574","-75.3365607 43.4836801",1,"-75.3365607","43.4836801"
"575","-75.3704579 40.6259316",1,"-75.3704579","40.6259316"
"576","-75.3868889 40.9254411",1,"-75.3868889","40.9254411"
"577","-75.3878525 43.3447295",1,"-75.3878525","43.3447295"
"578","-75.4257325 39.8648194",1,"-75.4257325","39.8648194"
"579","-75.4596404 39.8006685",1,"-75.4596404","39.8006685"
"580","-75.5276699 38.9108325",1,"-75.5276699","38.9108325"
"581","-75.5812119 6.244203",1,"-75.5812119","6.244203"
"582","-75.5993692 38.3606736",1,"-75.5993692","38.3606736"
"583","-75.6324112 41.4198027",1,"-75.6324112","41.4198027"
"584","-75.9268747 40.3356483",1,"-75.9268747","40.3356483"
"585","-75.953067 45.813212",1,"-75.953067","45.813212"
"586","-76.1152289 39.6048327",1,"-76.1152289","39.6048327"
"587","-76.2710833 -12.2720956",2,"-76.2710833","-12.2720956"
"588","-76.2858726 36.8507689",1,"-76.2858726","36.8507689"
"589","-76.3055144 40.0378755",1,"-76.3055144","40.0378755"
"590","-76.3067676 36.8855515",1,"-76.3067676","36.8855515"
"591","-76.3133944 36.9449989",1,"-76.3133944","36.9449989"
"592","-76.3984537 39.5575832",1,"-76.3984537","39.5575832"
"593","-76.4730122 37.0870821",2,"-76.4730122","37.0870821"
"594","-76.4750959 39.3425693",1,"-76.4750959","39.3425693"
"595","-76.4777422 39.60455",1,"-76.4777422","39.60455"
"596","-76.4859544 44.2311717",2,"-76.4859544","44.2311717"
"597","-76.4921829 38.9784453",1,"-76.4921829","38.9784453"
"598","-76.535758 3.45246",1,"-76.535758","3.45246"
"599","-76.5660529 42.9317335",1,"-76.5660529","42.9317335"
"600","-76.605015 39.399865",1,"-76.605015","39.399865"
"601","-76.6121893 39.2903848",3,"-76.6121893","39.2903848"
"602","-76.6246886 39.1626084",1,"-76.6246886","39.1626084"
"603","-76.6412712 39.0457549",7,"-76.6412712","39.0457549"
"604","-76.7496909 38.8159473",1,"-76.7496909","38.8159473"
"605","-76.7802528 39.4195499",1,"-76.7802528","39.4195499"
"606","-76.8149578 43.2206218",1,"-76.8149578","43.2206218"
"607","-76.8216818 42.0824348",1,"-76.8216818","42.0824348"
"608","-76.8846956 40.2323122",1,"-76.8846956","40.2323122"
"609","-76.8867008 40.2731911",1,"-76.8867008","40.2731911"
"610","-76.9758274 18.0193171",1,"-76.9758274","18.0193171"
"611","-76.985557 42.8679836",1,"-76.985557","42.8679836"
"612","-76.9897278 38.8033178",1,"-76.9897278","38.8033178"
"613","-77.017576 38.901048",1,"-77.017576","38.901048"
"614","-77.0368707 38.9071923",17,"-77.0368707","38.9071923"
"615","-77.0418878 38.9081223",1,"-77.0418878","38.9081223"
"616","-77.0469214 38.8048355",3,"-77.0469214","38.8048355"
"617","-77.1945247 41.2033216",4,"-77.1945247","41.2033216"
"618","-77.216339 38.927775",2,"-77.216339","38.927775"
"619","-77.2644152 41.2020171",1,"-77.2644152","41.2020171"
"620","-77.3133268 40.4732862",1,"-77.3133268","40.4732862"
"621","-77.355413 25.0479835",1,"-77.355413","25.0479835"
"622","-77.3570028 38.9586307",1,"-77.3570028","38.9586307"
"623","-77.398767 37.204115",1,"-77.398767","37.204115"
"624","-77.4360481 37.5407246",1,"-77.4360481","37.5407246"
"625","-77.438898 43.214231",1,"-77.438898","43.214231"
"626","-77.4588318 37.5455723",1,"-77.4588318","37.5455723"
"627","-77.4752667 38.7509488",2,"-77.4752667","38.7509488"
"628","-77.4874959 43.1086741",1,"-77.4874959","43.1086741"
"629","-77.5063739 37.665978",1,"-77.5063739","37.665978"
"630","-77.5149969 43.0906186",1,"-77.5149969","43.0906186"
"631","-77.5734048 37.5843082",1,"-77.5734048","37.5843082"
"632","-77.6077865 37.3673217",1,"-77.6077865","37.3673217"
"633","-77.6109219 43.16103",4,"-77.6109219","43.16103"
"634","-77.6128039 43.0592452",1,"-77.6128039","43.0592452"
"635","-77.6930602 43.2097837",1,"-77.6930602","43.2097837"
"636","-77.7373582 37.9635374",1,"-77.7373582","37.9635374"
"637","-77.8561023 40.8121958",1,"-77.8561023","40.8121958"
"638","-78.183406 -1.831239",1,"-78.183406","-1.831239"
"639","-78.216667 -7.85",1,"-78.216667","-7.85"
"640","-78.2452713 38.0340323",1,"-78.2452713","38.0340323"
"641","-78.3908559 43.0964478",1,"-78.3908559","43.0964478"
"642","-78.4060587 33.8953995",1,"-78.4060587","33.8953995"
"643","-78.5084937 45.0467132",1,"-78.5084937","45.0467132"
"644","-78.5908345 36.3107004",1,"-78.5908345","36.3107004"
"645","-78.6568942 37.4315734",4,"-78.6568942","37.4315734"
"646","-78.6931094 35.7847986",1,"-78.6931094","35.7847986"
"647","-78.7583432 37.8131025",1,"-78.7583432","37.8131025"
"648","-78.7892229 36.7198459",1,"-78.7892229","36.7198459"
"649","-78.8289727 42.7167654",1,"-78.8289727","42.7167654"
"650","-78.8294768 42.7158927",1,"-78.8294768","42.7158927"
"651","-78.8689155 38.4495688",1,"-78.8689155","38.4495688"
"652","-78.8783689 42.8864468",5,"-78.8783689","42.8864468"
"653","-78.898619 35.9940329",1,"-78.898619","35.9940329"
"654","-78.9429329 43.8975446",1,"-78.9429329","43.8975446"
"655","-78.9657302 43.0216283",1,"-78.9657302","43.0216283"
"656","-78.9744849 40.9941941",1,"-78.9744849","40.9941941"
"657","-79.0192997 35.7595731",8,"-79.0192997","35.7595731"
"658","-79.0558445 35.9131996",1,"-79.0558445","35.9131996"
"659","-79.0611183 40.0577277",1,"-79.0611183","40.0577277"
"660","-79.1368259 35.0305707",1,"-79.1368259","35.0305707"
"661","-79.1725738 33.9047138",1,"-79.1725738","33.9047138"
"662","-79.2468626 43.1593745",2,"-79.2468626","43.1593745"
"663","-79.2669619 36.0959715",1,"-79.2669619","36.0959715"
"664","-79.2822491 35.2562684",1,"-79.2822491","35.2562684"
"665","-79.3339324 42.4795019",1,"-79.3339324","42.4795019"
"666","-79.3370188 43.8561002",1,"-79.3370188","43.8561002"
"667","-79.3535714 -3.9879753",1,"-79.3535714","-3.9879753"
"668","-79.3789193 43.6512115",1,"-79.3789193","43.6512115"
"669","-79.3831843 43.653226",17,"-79.3831843","43.653226"
"670","-79.4156824 43.6642855",1,"-79.4156824","43.6642855"
"671","-79.469837 43.7806677",1,"-79.469837","43.7806677"
"672","-79.532157 43.8169837",10,"-79.532157","43.8169837"
"673","-79.582694 36.2870877",1,"-79.582694","36.2870877"
"674","-79.6876659 43.467517",1,"-79.6876659","43.467517"
"675","-79.7532779 37.2263933",1,"-79.7532779","37.2263933"
"676","-79.7618035 34.0649253",1,"-79.7618035","34.0649253"
"677","-79.7919754 36.0726354",3,"-79.7919754","36.0726354"
"678","-79.8136446 35.7079146",1,"-79.8136446","35.7079146"
"679","-79.8342163 42.2156131",1,"-79.8342163","42.2156131"
"680","-79.89342 43.2593375",1,"-79.89342","43.2593375"
"681","-79.9192702 -1.9574839",1,"-79.9192702","-1.9574839"
"682","-79.9310512 32.7764749",3,"-79.9310512","32.7764749"
"683","-79.9414266 37.2709704",1,"-79.9414266","37.2709704"
"684","-79.9416549 42.167881",1,"-79.9416549","42.167881"
"685","-79.946967 36.0735529",1,"-79.946967","36.0735529"
"686","-79.9958864 40.4406248",7,"-79.9958864","40.4406248"
"687","-8.1096142 54.653827",1,"-8.1096142","54.653827"
"688","-8.224454 39.399872",2,"-8.224454","39.399872"
"689","-8.4042526 39.6052067",1,"-8.4042526","39.6052067"
"690","-8.4403573 40.2048286",1,"-8.4403573","40.2048286"
"691","-8.4863157 51.8968917",1,"-8.4863157","51.8968917"
"692","-8.5448445 42.8782132",1,"-8.5448445","42.8782132"
"693","-80.0181728 32.7993864",1,"-80.0181728","32.7993864"
"694","-80.0320113 37.2826157",1,"-80.0320113","37.2826157"
"695","-80.0684479 26.6167555",1,"-80.0684479","26.6167555"
"696","-80.0767266 34.9682097",1,"-80.0767266","34.9682097"
"697","-80.0943113 43.9199788",1,"-80.0943113","43.9199788"
"698","-80.1021113 26.3749228",1,"-80.1021113","26.3749228"
"699","-80.1120313 26.6980852",1,"-80.1120313","26.6980852"
"700","-80.1281373 25.855498",1,"-80.1281373","25.855498"
"701","-80.1373174 26.1224386",2,"-80.1373174","26.1224386"
"702","-80.1475583 41.7189447",1,"-80.1475583","41.7189447"
"703","-80.154351 26.050713",1,"-80.154351","26.050713"
"704","-80.1611889 26.057506",1,"-80.1611889","26.057506"
"705","-80.1860091 25.8922514",1,"-80.1860091","25.8922514"
"706","-80.186969 25.7814014",1,"-80.186969","25.7814014"
"707","-80.1912273 26.1372742",1,"-80.1912273","26.1372742"
"708","-80.1917902 25.7616798",18,"-80.1917902","25.7616798"
"709","-80.2213477 40.5169767",1,"-80.2213477","40.5169767"
"710","-80.2683571 26.6617635",1,"-80.2683571","26.6617635"
"711","-80.2870457 25.795865",1,"-80.2870457","25.795865"
"712","-80.3244957 25.8650961",1,"-80.3244957","25.8650961"
"713","-80.326197 25.904799",1,"-80.326197","25.904799"
"714","-80.347009 41.0036719",1,"-80.347009","41.0036719"
"715","-80.3582261 27.2730492",1,"-80.3582261","27.2730492"
"716","-80.365865 26.190096",3,"-80.365865","26.190096"
"717","-80.4274363 37.165623",1,"-80.4274363","37.165623"
"718","-80.4549026 38.5976262",1,"-80.4549026","38.5976262"
"719","-80.579511 35.4087517",1,"-80.579511","35.4087517"
"720","-80.5899424 28.1726677",1,"-80.5899424","28.1726677"
"721","-80.6081089 28.0836269",1,"-80.6081089","28.0836269"
"722","-80.6326916 25.5516034",2,"-80.6326916","25.5516034"
"723","-80.6350681 35.0862583",1,"-80.6350681","35.0862583"
"724","-80.735164 35.3070929",1,"-80.735164","35.3070929"
"725","-80.7416223 35.4293124",1,"-80.7416223","35.4293124"
"726","-80.7626152 41.5357732",1,"-80.7626152","41.5357732"
"727","-80.8300853 35.2183206",1,"-80.8300853","35.2183206"
"728","-80.8431267 35.2270869",5,"-80.8431267","35.2270869"
"729","-80.9530353 46.522099",1,"-80.9530353","46.522099"
"730","-80.9822286 43.3700007",1,"-80.9822286","43.3700007"
"731","-81.0228331 29.2108147",2,"-81.0228331","29.2108147"
"732","-81.0250784 34.9248667",2,"-81.0250784","34.9248667"
"733","-81.0295793 35.5316576",1,"-81.0295793","35.5316576"
"734","-81.1025918 37.3662293",1,"-81.1025918","37.3662293"
"735","-81.1270035 29.4749754",1,"-81.1270035","29.4749754"
"736","-81.1606401 36.1459649",1,"-81.1606401","36.1459649"
"737","-81.1637245 33.836081",3,"-81.1637245","33.836081"
"738","-81.2058333 40.96735",1,"-81.2058333","40.96735"
"739","-81.308083 28.4311577",1,"-81.308083","28.4311577"
"740","-81.339552 41.6661573",1,"-81.339552","41.6661573"
"741","-81.3444573 35.7344538",1,"-81.3444573","35.7344538"
"742","-81.3792365 28.5383355",5,"-81.3792365","28.5383355"
"743","-81.3961338 30.2841224",2,"-81.3961338","30.2841224"
"744","-81.4498717 37.2232316",1,"-81.4498717","37.2232316"
"745","-81.4646529 28.711647",1,"-81.4646529","28.711647"
"746","-81.4709358 28.1573736",2,"-81.4709358","28.1573736"
"747","-81.4959267 35.8484645",1,"-81.4959267","35.8484645"
"748","-81.5157535 27.6648274",17,"-81.5157535","27.6648274"
"749","-81.5474045 41.3735238",1,"-81.5474045","41.3735238"
"750","-81.5941274 28.3305184",1,"-81.5941274","28.3305184"
"751","-81.655651 30.3321838",2,"-81.655651","30.3321838"
"752","-81.6601279 38.6764777",1,"-81.6601279","38.6764777"
"753","-81.6816219 30.3895428",1,"-81.6816219","30.3895428"
"754","-81.6892974 41.4967397",1,"-81.6892974","41.4967397"
"755","-81.6943605 41.49932",8,"-81.6943605","41.49932"
"756","-81.7945616 28.1288598",1,"-81.7945616","28.1288598"
"757","-81.8691228 28.7391313",2,"-81.8691228","28.7391313"
"758","-81.8723084 26.640628",1,"-81.8723084","26.640628"
"759","-81.9495331 26.5628537",1,"-81.9495331","26.5628537"
"760","-81.9699972 34.9956099",1,"-81.9699972","34.9956099"
"761","-81.975299 28.1219473",1,"-81.975299","28.1219473"
"762","-81.9773482 36.7098335",1,"-81.9773482","36.7098335"
"763","-82.0131924 39.9403453",1,"-82.0131924","39.9403453"
"764","-82.0398218 41.3855048",1,"-82.0398218","41.3855048"
"765","-82.1076486 41.3683798",2,"-82.1076486","41.3683798"
"766","-82.1451096 34.9378962",1,"-82.1451096","34.9378962"
"767","-82.1823746 41.452819",1,"-82.1823746","41.452819"
"768","-82.2756468 27.9836329",1,"-82.2756468","27.9836329"
"769","-82.3248262 29.6516344",2,"-82.3248262","29.6516344"
"770","-82.3331733 34.9037282",1,"-82.3331733","34.9037282"
"771","-82.3534727 36.3134397",1,"-82.3534727","36.3134397"
"772","-82.3646068 41.4219889",1,"-82.3646068","41.4219889"
"773","-82.3892596 28.0352964",1,"-82.3892596","28.0352964"
"774","-82.3940104 34.8526176",1,"-82.3940104","34.8526176"
"775","-82.40785 36.48111",1,"-82.40785","36.48111"
"776","-82.445154 38.4192496",1,"-82.445154","38.4192496"
"777","-82.4571776 27.950575",4,"-82.4571776","27.950575"
"778","-82.4614831 28.1511243",1,"-82.4614831","28.1511243"
"779","-82.5306527 27.3364347",1,"-82.5306527","27.3364347"
"780","-82.5436722 27.763383",1,"-82.5436722","27.763383"
"781","-82.546344 27.2669722",1,"-82.546344","27.2669722"
"782","-82.5514869 35.5950581",1,"-82.5514869","35.5950581"
"783","-82.5723193 27.5214269",1,"-82.5723193","27.5214269"
"784","-82.5748194 27.4989278",1,"-82.5748194","27.4989278"
"785","-82.6373703 28.0528969",1,"-82.6373703","28.0528969"
"786","-82.6578557 28.0364135",1,"-82.6578557","28.0364135"
"787","-82.7195451 28.2716755",1,"-82.7195451","28.2716755"
"788","-82.7350514 28.2143574",1,"-82.7350514","28.2143574"
"789","-82.7873244 27.9094665",2,"-82.7873244","27.9094665"
"790","-82.8176203 29.6132942",1,"-82.8176203","29.6132942"
"791","-82.9000751 32.1656221",7,"-82.9000751","32.1656221"
"792","-82.907123 40.4172871",10,"-82.907123","40.4172871"
"793","-82.9226153 39.993591",1,"-82.9226153","39.993591"
"794","-82.950845 42.600927",1,"-82.950845","42.600927"
"795","-82.9679121 38.8768458",1,"-82.9679121","38.8768458"
"796","-82.9937434 42.3502169",1,"-82.9937434","42.3502169"
"797","-82.9987942 39.9611755",2,"-82.9987942","39.9611755"
"798","-83.0313905 35.26594",1,"-83.0313905","35.26594"
"799","-83.0363633 42.3149367",1,"-83.0363633","42.3149367"
"800","-83.0432783 42.334167",1,"-83.0432783","42.334167"
"801","-83.0449347 42.9205842",1,"-83.0449347","42.9205842"
"802","-83.0457538 42.331427",5,"-83.0457538","42.331427"
"803","-83.067965 40.2986724",1,"-83.067965","40.2986724"
"804","-83.0790865 42.8105356",1,"-83.0790865","42.8105356"
"805","-83.1234008 40.004425",1,"-83.1234008","40.004425"
"806","-83.1426559 39.9208626",1,"-83.1426559","39.9208626"
"807","-83.2320991 33.0801429",1,"-83.2320991","33.0801429"
"808","-83.289567 30.8477872",1,"-83.289567","30.8477872"
"809","-83.3364386 42.4868455",1,"-83.3364386","42.4868455"
"810","-83.3597099 42.3580059",1,"-83.3597099","42.3580059"
"811","-83.3977101 41.9164343",1,"-83.3977101","41.9164343"
"812","-83.4168702 41.156998",1,"-83.4168702","41.156998"
"813","-83.482116 42.3086444",1,"-83.482116","42.3086444"
"814","-83.5202624 38.1229174",1,"-83.5202624","38.1229174"
"815","-83.624201 32.6130007",1,"-83.624201","32.6130007"
"816","-83.6244427 41.6116037",1,"-83.6244427","41.6116037"
"817","-83.6468362 31.4718497",1,"-83.6468362","31.4718497"
"818","-83.6513229 41.3747744",1,"-83.6513229","41.3747744"
"819","-83.7430378 42.2808256",2,"-83.7430378","42.2808256"
"820","-83.8240663 34.2978794",1,"-83.8240663","34.2978794"
"821","-83.8408265 40.2778934",1,"-83.8408265","40.2778934"
"822","-83.860493 33.5967091",1,"-83.860493","33.5967091"
"823","-83.8888647 43.5944677",1,"-83.8888647","43.5944677"
"824","-83.9207392 35.9606384",3,"-83.9207392","35.9606384"
"825","-83.9787808 30.8365815",1,"-83.9787808","30.8365815"
"826","-83.9811014 34.1140497",4,"-83.9811014","34.1140497"
"827","-83.985 42.43472",2,"-83.985","42.43472"
"828","-84.0176904 33.6676103",1,"-84.0176904","33.6676103"
"829","-84.028839 39.731067",1,"-84.028839","39.731067"
"830","-84.0907246 9.9280694",1,"-84.0907246","9.9280694"
"831","-84.1252243 41.3922726",1,"-84.1252243","41.3922726"
"832","-84.1318632 36.1034126",1,"-84.1318632","36.1034126"
"833","-84.1916069 39.7589478",2,"-84.1916069","39.7589478"
"834","-84.2177136 39.0283966",1,"-84.2177136","39.0283966"
"835","-84.2700179 37.8393332",6,"-84.2700179","37.8393332"
"836","-84.2807329 30.4382559",1,"-84.2807329","30.4382559"
"837","-84.2940899 34.0753762",1,"-84.2940899","34.0753762"
"838","-84.3333157 33.8296116",1,"-84.3333157","33.8296116"
"839","-84.3453169 46.4952996",1,"-84.3453169","46.4952996"
"840","-84.3640829 33.7589188",10,"-84.3640829","33.7589188"
"841","-84.367398 33.806131",1,"-84.367398","33.806131"
"842","-84.3685144 46.4676398",1,"-84.3685144","46.4676398"
"843","-84.3871494 33.758969",1,"-84.3871494","33.758969"
"844","-84.3879824 33.7489954",30,"-84.3879824","33.7489954"
"845","-84.3999382 33.7451604",1,"-84.3999382","33.7451604"
"846","-84.4114395 33.7451812",1,"-84.4114395","33.7451812"
"847","-84.4277001 33.6407282",4,"-84.4277001","33.6407282"
"848","-84.4324695 42.4514252",1,"-84.4324695","42.4514252"
"849","-84.4339711 42.2466185",1,"-84.4339711","42.2466185"
"850","-84.4493725 33.6534427",1,"-84.4493725","33.6534427"
"851","-84.4651644 39.0325249",1,"-84.4651644","39.0325249"
"852","-84.5037164 38.0405837",2,"-84.5037164","38.0405837"
"853","-84.5039697 38.0306511",1,"-84.5039697","38.0306511"
"854","-84.5120196 39.1031182",4,"-84.5120196","39.1031182"
"855","-84.5613355 39.3995008",1,"-84.5613355","39.3995008"
"856","-84.5691487 42.842256",1,"-84.5691487","42.842256"
"857","-84.7996573 33.3806716",1,"-84.7996573","33.3806716"
"858","-84.8413056 33.9244531",1,"-84.8413056","33.9244531"
"859","-84.8766115 35.1595182",1,"-84.8766115","35.1595182"
"860","-84.9877094 32.4609764",1,"-84.9877094","32.4609764"
