"","lon","lat"
"970",NA,NA
"971",-76.4777422,39.60455
"972",-71.0095602,42.3656132
"973",-70.4367642,41.6172921
"974",-71.0588801,42.3600825
"975",NA,NA
"976",-50.2188556,-27.2423392
"977",-51.92528,-14.235004
"978",NA,NA
"979",-84.4277001,33.6407282
"980",-94.6858998,46.729553
"981",-38.2314566,-6.7519382
"982",NA,NA
"983",-1.023194,7.946527
"984",NA,NA
"985",-78.8783689,42.8864468
"986",-71.2643465,42.0909458
"987",-110.3625658,46.8796822
"988",7.4474468,46.9479739
"989",-0.1277583,51.5073509
"990",-72.8676033,40.8014876
"991",NA,NA
"992",-43.1728965,-22.9068467
"993",-43.1728965,-22.9068467
"994",-88.268316,49.0157351
"995",-121.3635951,38.5739951
"996",NA,NA
"997",-1.1743197,52.3555177
"998",-118.6614809,34.1367208
"999",-95.712891,37.09024
"1000",-94.2162152,36.3628451
